OBJECT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,LAUNCH
2022-029AP,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AN,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AM,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AL,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AK,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AJ,US,95.44,53.22,540.0,539.0,LARGE,2022-03-19
2022-029AH,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AG,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AF,US,95.44,53.22,540.0,539.0,LARGE,2022-03-19
2022-029AE,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AD,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AC,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AB,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029AA,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029Z,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029Y,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029W,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029V,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029U,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029T,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029R,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029Q,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029P,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029N,US,95.44,53.22,540.0,539.0,LARGE,2022-03-19
2022-029L,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029J,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029H,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029G,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029F,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029E,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029D,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029C,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029B,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
2022-029A,US,95.44,53.22,541.0,539.0,LARGE,2022-03-19
1982-092BUV,CIS,95.35,82.53,612.0,459.0,SMALL,1982-09-16
1982-092BUU,CIS,95.35,82.52,641.0,430.0,SMALL,1982-09-16
2020-046AB,US,95.98,53.98,572.0,559.0,SMALL,2020-07-15
2020-046Z,US,93.99,53.98,475.0,465.0,SMALL,2020-07-15
2020-046Y,US,95.68,54.32,579.0,524.0,SMALL,2020-07-15
2020-046X,US,95.54,54.21,568.0,522.0,SMALL,2020-07-15
2020-046U,US,96.01,54.19,592.0,543.0,MEDIUM,2020-07-15
2022-026K,US,93.26,97.5,446.0,423.0,SMALL,2022-03-15
2022-025AZ,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AY,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AX,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AW,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AV,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AU,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AT,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AS,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AR,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AQ,US,95.44,53.22,541.0,538.0,LARGE,2022-03-09
2022-025AP,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AN,US,95.44,53.22,541.0,538.0,LARGE,2022-03-09
2022-025AM,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AL,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AK,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AJ,US,95.44,53.22,540.0,539.0,LARGE,2022-03-09
2022-025AH,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AG,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AF,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AE,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AD,US,95.36,53.22,536.0,536.0,LARGE,2022-03-09
2022-025AC,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AB,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025AA,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025Z,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025Y,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025X,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025W,US,95.44,53.22,541.0,539.0,LARGE,2022-03-09
2022-025V,US,95.59,53.06,548.0,546.0,LARGE,2022-03-09
2022-025U,US,95.59,53.05,548.0,546.0,LARGE,2022-03-09
2022-025T,US,95.59,53.05,548.0,547.0,LARGE,2022-03-09
2022-025S,US,95.59,53.05,548.0,546.0,LARGE,2022-03-09
2022-025R,US,95.64,53.05,551.0,549.0,MEDIUM,2022-03-09
2022-025Q,US,95.59,53.06,548.0,546.0,LARGE,2022-03-09
2022-025P,US,95.59,53.06,548.0,546.0,LARGE,2022-03-09
2022-025N,US,95.59,53.06,548.0,546.0,LARGE,2022-03-09
2022-025L,US,95.59,53.06,548.0,546.0,LARGE,2022-03-09
2022-025K,US,95.7,53.05,553.0,551.0,LARGE,2022-03-09
2022-025J,US,95.59,53.06,548.0,546.0,LARGE,2022-03-09
2022-025H,US,95.49,53.05,543.0,541.0,LARGE,2022-03-09
2022-025G,US,95.59,53.06,548.0,546.0,LARGE,2022-03-09
2022-025F,US,95.49,53.05,543.0,541.0,LARGE,2022-03-09
2022-025E,US,95.7,53.06,553.0,551.0,LARGE,2022-03-09
2022-025D,US,95.7,53.05,553.0,551.0,LARGE,2022-03-09
2022-025C,US,95.49,53.05,543.0,541.0,LARGE,2022-03-09
2022-025B,US,95.7,53.05,553.0,551.0,LARGE,2022-03-09
2022-025A,US,95.49,53.05,543.0,541.0,LARGE,2022-03-09
2022-024B,IRAN,93.61,58.29,457.0,446.0,MEDIUM,2022-03-08
2022-024A,IRAN,91.36,58.27,348.0,334.0,MEDIUM,2022-03-08
2022-023H,PRC,95.52,63.64,600.0,488.0,LARGE,2022-03-05
2022-023G,PRC,91.55,63.42,392.0,310.0,MEDIUM,2022-03-05
2022-023F,PRC,94.84,63.49,568.0,454.0,LARGE,2022-03-05
2022-023D,PRC,94.85,63.47,564.0,458.0,LARGE,2022-03-05
2022-023C,PRC,94.85,63.46,563.0,460.0,LARGE,2022-03-05
2022-023B,PRC,94.87,63.44,569.0,456.0,LARGE,2022-03-05
2022-023A,PRC,94.84,63.45,569.0,452.0,LARGE,2022-03-05
2022-022AY,US,95.44,53.22,541.0,538.0,LARGE,2022-03-03
2022-022AX,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AW,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AV,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AU,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AT,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AS,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AR,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AQ,US,95.39,53.22,538.0,536.0,LARGE,2022-03-03
2022-022AP,US,95.44,53.22,541.0,538.0,LARGE,2022-03-03
2022-022AN,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AM,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AL,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AK,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AJ,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AH,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AG,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AF,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AE,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AD,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AC,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AB,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022AA,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022Z,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022Y,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022X,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022W,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022V,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022U,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022T,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022S,US,95.44,53.22,541.0,538.0,LARGE,2022-03-03
2022-022R,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022Q,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022P,US,95.44,53.22,541.0,538.0,LARGE,2022-03-03
2022-022N,US,95.44,53.22,541.0,538.0,LARGE,2022-03-03
2022-022M,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022L,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022K,US,95.44,53.22,541.0,538.0,LARGE,2022-03-03
2022-022J,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022H,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022G,US,95.44,53.22,540.0,539.0,LARGE,2022-03-03
2022-022F,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022E,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022D,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022C,US,95.44,53.22,540.0,539.0,LARGE,2022-03-03
2022-022B,US,95.44,53.22,541.0,539.0,LARGE,2022-03-03
2022-022A,US,95.44,53.22,541.0,538.0,LARGE,2022-03-03
2022-020B,US,91.63,96.99,368.0,340.0,MEDIUM,2022-02-28
2022-020A,JPN,95.28,97.66,541.0,523.0,MEDIUM,2022-02-28
2022-019Y,PRC,94.47,97.43,502.0,484.0,MEDIUM,2022-02-27
2022-019X,PRC,94.23,97.43,490.0,473.0,MEDIUM,2022-02-27
2022-019W,PRC,94.47,97.43,506.0,480.0,MEDIUM,2022-02-27
2022-019V,PRC,94.78,97.44,518.0,498.0,LARGE,2022-02-27
2022-019U,PRC,92.26,97.51,405.0,365.0,LARGE,2022-02-27
2022-019T,PRC,94.47,97.44,502.0,484.0,MEDIUM,2022-02-27
2022-019S,PRC,94.47,97.44,502.0,484.0,MEDIUM,2022-02-27
2022-019R,PRC,94.47,97.43,500.0,485.0,MEDIUM,2022-02-27
2022-019Q,PRC,94.44,97.44,500.0,483.0,MEDIUM,2022-02-27
2022-019P,PRC,93.38,97.43,447.0,434.0,MEDIUM,2022-02-27
2022-019N,PRC,93.55,97.44,454.0,443.0,MEDIUM,2022-02-27
2022-019M,PRC,94.47,97.44,504.0,482.0,MEDIUM,2022-02-27
2022-019L,PRC,94.47,97.44,503.0,483.0,MEDIUM,2022-02-27
2022-019K,PRC,94.11,97.43,483.0,467.0,MEDIUM,2022-02-27
2022-019J,PRC,95.11,97.44,532.0,516.0,MEDIUM,2022-02-27
2022-019H,PRC,94.47,97.44,505.0,481.0,MEDIUM,2022-02-27
2022-019G,PRC,93.49,97.43,453.0,438.0,MEDIUM,2022-02-27
2022-019F,PRC,93.48,97.44,452.0,438.0,MEDIUM,2022-02-27
2022-019E,PRC,94.37,97.44,498.0,479.0,MEDIUM,2022-02-27
2022-019D,PRC,94.73,97.44,516.0,495.0,MEDIUM,2022-02-27
2022-019C,PRC,94.19,97.43,488.0,470.0,MEDIUM,2022-02-27
2022-019B,PRC,94.74,97.43,517.0,495.0,MEDIUM,2022-02-27
2022-019A,PRC,94.62,97.43,512.0,488.0,LARGE,2022-02-27
2022-018B,PRC,93.59,97.78,513.0,387.0,LARGE,2022-02-26
2022-018A,PRC,96.75,97.81,604.0,602.0,LARGE,2022-02-26
2022-017BA,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AZ,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AY,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AX,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AW,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AV,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AU,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AT,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AS,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AR,US,95.43,53.22,541.0,538.0,LARGE,2022-02-25
2022-017AQ,US,90.56,53.21,303.0,301.0,LARGE,2022-02-25
2022-017AP,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AN,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AM,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AL,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AK,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AH,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AG,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AF,US,93.23,53.16,437.0,429.0,LARGE,2022-02-25
2022-017AE,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AD,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AC,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AB,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017AA,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017Z,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017Y,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017X,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017W,US,95.44,53.22,541.0,538.0,LARGE,2022-02-25
2022-017V,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017U,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017T,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017S,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017R,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017Q,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017P,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017N,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017M,US,95.44,53.22,541.0,538.0,LARGE,2022-02-25
2022-017L,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017K,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017J,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017H,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017G,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017F,US,95.44,53.22,541.0,538.0,LARGE,2022-02-25
2022-017E,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017D,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017C,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017B,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-017A,US,95.44,53.22,541.0,539.0,LARGE,2022-02-25
2022-016AX,US,95.44,53.22,541.0,538.0,LARGE,2022-02-21
2022-016AW,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AV,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AU,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AT,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AS,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AR,US,95.44,53.22,540.0,539.0,LARGE,2022-02-21
2022-016AQ,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AP,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AN,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AM,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AL,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AK,US,95.44,53.22,541.0,538.0,LARGE,2022-02-21
2022-016AJ,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AH,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AG,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AF,US,95.43,53.22,541.0,538.0,LARGE,2022-02-21
2022-016AE,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AD,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AC,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AB,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016AA,US,95.44,53.22,541.0,538.0,LARGE,2022-02-21
2022-016Z,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016Y,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016X,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016W,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016V,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016U,US,95.44,53.22,540.0,539.0,LARGE,2022-02-21
2022-016T,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016S,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016R,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016Q,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016P,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016N,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016M,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016L,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016K,US,90.99,53.14,328.0,318.0,LARGE,2022-02-21
2022-016J,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016H,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016G,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016F,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016E,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016D,US,95.44,53.22,540.0,539.0,LARGE,2022-02-21
2022-016C,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016B,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-016A,US,95.44,53.22,541.0,539.0,LARGE,2022-02-21
2022-013D,IND,94.3,97.54,504.0,465.0,LARGE,2022-02-14
2022-013C,IND,93.61,97.53,456.0,446.0,MEDIUM,2022-02-14
2022-013B,IND,94.51,97.54,502.0,488.0,MEDIUM,2022-02-14
2022-013A,IND,95.19,97.52,529.0,527.0,LARGE,2022-02-14
1982-092BNK,CIS,93.41,82.56,479.0,404.0,SMALL,1982-09-16
1982-092BNG,CIS,93.08,82.49,448.0,402.0,SMALL,1982-09-16
2022-010S,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010P,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010N,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010M,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010K,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010J,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010H,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010G,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010F,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2022-010E,US,95.44,53.22,541.0,539.0,LARGE,2022-02-03
2020-046T,US,94.43,54.12,504.0,478.0,SMALL,2020-07-15
2020-046R,US,94.78,54.3,524.0,492.0,SMALL,2020-07-15
1997-084Z,ORB,99.75,45.0,760.0,733.0,SMALL,1997-12-23
2022-009A,US,94.69,97.4,509.0,499.0,UNDEFINED,2022-02-02
2022-008A,IT,97.16,97.89,623.0,622.0,LARGE,2022-01-31
1982-092BKH,CIS,93.87,82.56,503.0,425.0,SMALL,1982-09-16
1982-092BEQ,CIS,91.49,82.73,369.0,327.0,SMALL,1982-09-16
2021-022AQ,JPN,94.74,97.47,516.0,496.0,MEDIUM,2021-03-22
2022-007B,PRC,94.1,97.77,540.0,410.0,LARGE,2022-01-25
2022-007A,PRC,96.75,97.81,604.0,602.0,LARGE,2022-01-25
1982-092BBB,CIS,92.82,82.46,444.0,382.0,SMALL,1982-09-16
1982-092AZJ,CIS,93.13,82.49,442.0,413.0,SMALL,1982-09-16
2022-005BA,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AZ,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AY,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AX,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AW,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AV,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AU,US,95.44,53.22,541.0,538.0,LARGE,2022-01-19
2022-005AT,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AS,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AR,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AQ,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AP,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AN,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AM,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AL,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AK,US,95.44,53.22,541.0,538.0,LARGE,2022-01-19
2022-005AJ,US,95.44,53.22,541.0,538.0,LARGE,2022-01-19
2022-005AH,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AG,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AF,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AE,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AD,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AC,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AB,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005AA,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005Z,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005Y,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005X,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005W,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005V,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005U,US,93.33,53.22,501.0,375.0,LARGE,2022-01-19
2022-005T,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005S,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005R,US,93.5,53.22,497.0,395.0,LARGE,2022-01-19
2022-005Q,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005P,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005N,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005M,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005L,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005K,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005J,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005H,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005G,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005F,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005E,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005D,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005C,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005B,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-005A,US,95.44,53.22,541.0,539.0,LARGE,2022-01-19
2022-003D,US,92.35,44.95,395.0,384.0,SMALL,2022-01-13
2022-003C,TBD,92.43,44.95,398.0,389.0,SMALL,2022-01-13
2022-003B,US,92.11,44.99,385.0,372.0,SMALL,2022-01-13
1997-084V,ORB,99.4,45.01,770.0,690.0,SMALL,1997-12-23
2022-002DK,POL,91.18,97.38,338.0,327.0,MEDIUM,2022-01-13
2022-002DJ,POL,91.29,97.38,343.0,332.0,SMALL,2022-01-13
2022-002DH,POL,91.02,97.39,330.0,319.0,MEDIUM,2022-01-13
2022-002DG,POL,93.2,97.39,434.0,428.0,MEDIUM,2022-01-13
2022-002DF,CZE,94.42,97.39,497.0,484.0,SMALL,2022-01-13
2022-002DE,US,91.88,97.39,371.0,363.0,MEDIUM,2022-01-13
2022-002DD,TBD,93.74,97.39,461.0,454.0,SMALL,2022-01-13
2022-002DB,SPN,91.82,97.41,369.0,359.0,SMALL,2022-01-13
2022-002DA,SPN,91.93,97.41,374.0,364.0,SMALL,2022-01-13
2022-002CW,TBD,93.09,97.39,431.0,421.0,MEDIUM,2022-01-13
2022-002CV,US,93.49,97.41,447.0,443.0,LARGE,2022-01-13
2022-002CQ,US,94.76,97.4,516.0,498.0,MEDIUM,2022-01-13
2022-002CP,ISRA,92.89,97.38,420.0,413.0,SMALL,2022-01-13
2022-002CN,TBD,94.5,97.39,498.0,491.0,SMALL,2022-01-13
2022-002CM,UAE,93.63,97.39,455.0,449.0,MEDIUM,2022-01-13
2022-002CL,US,93.06,97.39,427.0,421.0,SMALL,2022-01-13
2022-002CK,US,93.35,97.39,442.0,435.0,SMALL,2022-01-13
2022-002CJ,US,93.33,97.39,441.0,434.0,SMALL,2022-01-13
2022-002CH,ISRA,92.91,97.39,421.0,413.0,SMALL,2022-01-13
2022-002CG,ISRA,92.9,97.39,420.0,413.0,SMALL,2022-01-13
2022-002CF,FR,94.62,97.4,505.0,496.0,MEDIUM,2022-01-13
2022-002CE,UK,94.73,97.4,510.0,501.0,MEDIUM,2022-01-13
2022-002CD,CA,93.24,97.39,436.0,430.0,MEDIUM,2022-01-13
2022-002CC,US,92.61,97.39,406.0,399.0,MEDIUM,2022-01-13
2022-002CB,CA,94.14,97.4,480.0,474.0,MEDIUM,2022-01-13
2022-002CA,US,93.37,97.39,442.0,436.0,MEDIUM,2022-01-13
2022-002BY,US,92.61,97.39,406.0,399.0,SMALL,2022-01-13
